index,doppler_offset,timestamp,measured_freq
87,141.7915649414,2018-01-13T16:11:15.562011Z,145880141.7915649414
88,67.2011337280,2018-01-13T16:11:15.662011Z,145880067.2011337280
89,116.9499511719,2018-01-13T16:11:15.762011Z,145880116.9499511719
90,151.1329650879,2018-01-13T16:11:15.862011Z,145880151.1329650879
91,156.4708862305,2018-01-13T16:11:15.962011Z,145880156.4708862305
92,87.2842636108,2018-01-13T16:11:16.062011Z,145880087.2842636108
93,51.7002410889,2018-01-13T16:11:16.162011Z,145880051.7002410889
94,-92.7860717773,2018-01-13T16:11:16.262011Z,145879907.2139282227
95,5.1346774101,2018-01-13T16:11:16.362011Z,145880005.1346774101
96,59.5516624451,2018-01-13T16:11:16.462011Z,145880059.5516624451
97,71.0114440918,2018-01-13T16:11:16.562011Z,145880071.0114440918
98,46.4902076721,2018-01-13T16:11:16.662011Z,145880046.4902076721
99,100.8011627197,2018-01-13T16:11:16.762011Z,145880100.8011627197
100,143.4217071533,2018-01-13T16:11:16.862011Z,145880143.4217071533
101,111.3866729736,2018-01-13T16:11:16.962011Z,145880111.3866729736
102,119.7311553955,2018-01-13T16:11:17.062011Z,145880119.7311553955
103,79.5751724243,2018-01-13T16:11:17.162011Z,145880079.5751724243
104,140.3379211426,2018-01-13T16:11:17.262011Z,145880140.3379211426
105,184.0116577148,2018-01-13T16:11:17.362011Z,145880184.0116577148
106,191.8467254639,2018-01-13T16:11:17.462011Z,145880191.8467254639
107,169.7861785889,2018-01-13T16:11:17.562011Z,145880169.7861785889
108,174.3146820068,2018-01-13T16:11:17.662011Z,145880174.3146820068
109,163.1934204102,2018-01-13T16:11:17.762011Z,145880163.1934204102
110,99.7153778076,2018-01-13T16:11:17.862011Z,145880099.7153778076
111,59.9014892578,2018-01-13T16:11:17.962011Z,145880059.9014892578
112,93.5061111450,2018-01-13T16:11:18.062011Z,145880093.5061111450
113,87.1613922119,2018-01-13T16:11:18.162011Z,145880087.1613922119
114,114.9167785645,2018-01-13T16:11:18.262011Z,145880114.9167785645
115,97.1605606079,2018-01-13T16:11:18.362011Z,145880097.1605606079
116,146.7893218994,2018-01-13T16:11:18.462011Z,145880146.7893218994
117,145.0250244141,2018-01-13T16:11:18.562011Z,145880145.0250244141
118,146.0115509033,2018-01-13T16:11:18.662011Z,145880146.0115509033
119,167.1259155273,2018-01-13T16:11:18.762011Z,145880167.1259155273
120,139.3117523193,2018-01-13T16:11:18.862011Z,145880139.3117523193
121,165.0716857910,2018-01-13T16:11:18.962011Z,145880165.0716857910
122,165.8968353271,2018-01-13T16:11:19.062011Z,145880165.8968353271
123,139.4411163330,2018-01-13T16:11:19.162011Z,145880139.4411163330
124,143.2011260986,2018-01-13T16:11:19.262011Z,145880143.2011260986
125,164.2266387939,2018-01-13T16:11:19.362011Z,145880164.2266387939
126,215.5760345459,2018-01-13T16:11:19.462011Z,145880215.5760345459
127,207.2366638184,2018-01-13T16:11:19.562011Z,145880207.2366638184
128,101.9895553589,2018-01-13T16:11:19.662011Z,145880101.9895553589
129,157.8503417969,2018-01-13T16:11:19.762011Z,145880157.8503417969
130,185.7247314453,2018-01-13T16:11:19.862011Z,145880185.7247314453
131,299.1067504883,2018-01-13T16:11:19.962011Z,145880299.1067504883
132,222.0218200684,2018-01-13T16:11:20.062011Z,145880222.0218200684
133,230.9877319336,2018-01-13T16:11:20.162011Z,145880230.9877319336
134,305.7358093262,2018-01-13T16:11:20.262011Z,145880305.7358093262
135,344.9978637695,2018-01-13T16:11:20.362011Z,145880344.9978637695
136,252.7575531006,2018-01-13T16:11:20.462011Z,145880252.7575531006
137,297.3038635254,2018-01-13T16:11:20.562011Z,145880297.3038635254
138,420.0743103027,2018-01-13T16:11:20.662011Z,145880420.0743103027
139,363.7575378418,2018-01-13T16:11:20.762011Z,145880363.7575378418
140,456.0890808105,2018-01-13T16:11:20.862011Z,145880456.0890808105
141,417.8230590820,2018-01-13T16:11:20.962011Z,145880417.8230590820
142,581.3480224609,2018-01-13T16:11:21.062011Z,145880581.3480224609
143,558.1982421875,2018-01-13T16:11:21.162011Z,145880558.1982421875
144,598.5062255859,2018-01-13T16:11:21.262011Z,145880598.5062255859
145,606.4602661133,2018-01-13T16:11:21.362011Z,145880606.4602661133
146,633.3189086914,2018-01-13T16:11:21.462011Z,145880633.3189086914
147,672.0357055664,2018-01-13T16:11:21.562011Z,145880672.0357055664
148,624.9238281250,2018-01-13T16:11:21.662011Z,145880624.9238281250
149,625.5431518555,2018-01-13T16:11:21.762011Z,145880625.5431518555
150,492.1686096191,2018-01-13T16:11:21.862011Z,145880492.1686096191
151,524.7391967773,2018-01-13T16:11:21.962011Z,145880524.7391967773
152,448.4924926758,2018-01-13T16:11:22.062011Z,145880448.4924926758
153,469.0979919434,2018-01-13T16:11:22.162011Z,145880469.0979919434
154,427.7033691406,2018-01-13T16:11:22.262011Z,145880427.7033691406
155,366.8310546875,2018-01-13T16:11:22.362011Z,145880366.8310546875
156,471.4001770020,2018-01-13T16:11:22.462011Z,145880471.4001770020
157,601.9428710938,2018-01-13T16:11:22.562011Z,145880601.9428710938
158,668.5010986328,2018-01-13T16:11:22.662011Z,145880668.5010986328
159,580.3571166992,2018-01-13T16:11:22.762011Z,145880580.3571166992
160,559.9998779297,2018-01-13T16:11:22.862011Z,145880559.9998779297
161,640.5043334961,2018-01-13T16:11:22.962011Z,145880640.5043334961
162,670.4982299805,2018-01-13T16:11:23.062011Z,145880670.4982299805
163,641.4573974609,2018-01-13T16:11:23.162011Z,145880641.4573974609
164,660.3587036133,2018-01-13T16:11:23.262011Z,145880660.3587036133
165,667.9669799805,2018-01-13T16:11:23.362011Z,145880667.9669799805
166,701.6157226562,2018-01-13T16:11:23.462011Z,145880701.6157226562
167,669.4351196289,2018-01-13T16:11:23.562011Z,145880669.4351196289
168,697.1991577148,2018-01-13T16:11:23.662011Z,145880697.1991577148
169,720.6813964844,2018-01-13T16:11:23.762011Z,145880720.6813964844
170,729.0275878906,2018-01-13T16:11:23.862011Z,145880729.0275878906
171,641.6619873047,2018-01-13T16:11:23.962011Z,145880641.6619873047
172,631.0886840820,2018-01-13T16:11:24.062011Z,145880631.0886840820
173,613.0563354492,2018-01-13T16:11:24.162011Z,145880613.0563354492
174,598.7656860352,2018-01-13T16:11:24.262011Z,145880598.7656860352
175,623.8403320312,2018-01-13T16:11:24.362011Z,145880623.8403320312
176,739.7513427734,2018-01-13T16:11:24.462011Z,145880739.7513427734
177,687.7369995117,2018-01-13T16:11:24.562011Z,145880687.7369995117
178,706.3160400391,2018-01-13T16:11:24.662011Z,145880706.3160400391
179,730.5859985352,2018-01-13T16:11:24.762011Z,145880730.5859985352
180,762.7708129883,2018-01-13T16:11:24.862011Z,145880762.7708129883
181,786.0704956055,2018-01-13T16:11:24.962011Z,145880786.0704956055
182,757.3867797852,2018-01-13T16:11:25.062011Z,145880757.3867797852
183,721.4274291992,2018-01-13T16:11:25.162011Z,145880721.4274291992
184,751.7150268555,2018-01-13T16:11:25.262011Z,145880751.7150268555
185,714.2866210938,2018-01-13T16:11:25.362011Z,145880714.2866210938
186,623.1256713867,2018-01-13T16:11:25.462011Z,145880623.1256713867
187,665.7791748047,2018-01-13T16:11:25.562011Z,145880665.7791748047
188,656.0901489258,2018-01-13T16:11:25.662011Z,145880656.0901489258
189,751.6613769531,2018-01-13T16:11:25.762011Z,145880751.6613769531
190,777.2568359375,2018-01-13T16:11:25.862011Z,145880777.2568359375
191,747.5490112305,2018-01-13T16:11:25.962011Z,145880747.5490112305
192,793.5167236328,2018-01-13T16:11:26.062011Z,145880793.5167236328
193,779.4946289062,2018-01-13T16:11:26.162011Z,145880779.4946289062
194,802.1181640625,2018-01-13T16:11:26.262011Z,145880802.1181640625
195,736.6984252930,2018-01-13T16:11:26.362011Z,145880736.6984252930
196,692.5531616211,2018-01-13T16:11:26.462011Z,145880692.5531616211
197,652.8856811523,2018-01-13T16:11:26.562011Z,145880652.8856811523
198,631.1032104492,2018-01-13T16:11:26.662011Z,145880631.1032104492
199,532.4424438477,2018-01-13T16:11:26.762011Z,145880532.4424438477
200,443.7010192871,2018-01-13T16:11:26.862011Z,145880443.7010192871
201,372.2825927734,2018-01-13T16:11:26.962011Z,145880372.2825927734
202,323.4202270508,2018-01-13T16:11:27.062011Z,145880323.4202270508
203,274.1197509766,2018-01-13T16:11:27.162011Z,145880274.1197509766
204,308.9996643066,2018-01-13T16:11:27.262011Z,145880308.9996643066
205,363.8185729980,2018-01-13T16:11:27.362011Z,145880363.8185729980
206,422.9574584961,2018-01-13T16:11:27.462011Z,145880422.9574584961
207,362.6448669434,2018-01-13T16:11:27.562011Z,145880362.6448669434
208,321.5569763184,2018-01-13T16:11:27.662011Z,145880321.5569763184
209,315.5392761230,2018-01-13T16:11:27.762011Z,145880315.5392761230
210,326.0440979004,2018-01-13T16:11:27.862011Z,145880326.0440979004
211,425.3106079102,2018-01-13T16:11:27.962011Z,145880425.3106079102
212,437.3034057617,2018-01-13T16:11:28.062011Z,145880437.3034057617
213,459.5673522949,2018-01-13T16:11:28.162011Z,145880459.5673522949
214,489.5505065918,2018-01-13T16:11:28.262011Z,145880489.5505065918
215,485.6805725098,2018-01-13T16:11:28.362011Z,145880485.6805725098
216,576.6678466797,2018-01-13T16:11:28.462011Z,145880576.6678466797
217,538.4264526367,2018-01-13T16:11:28.562011Z,145880538.4264526367
218,488.9723815918,2018-01-13T16:11:28.662011Z,145880488.9723815918
219,455.9619750977,2018-01-13T16:11:28.762011Z,145880455.9619750977
220,474.2166442871,2018-01-13T16:11:28.862011Z,145880474.2166442871
221,523.9880371094,2018-01-13T16:11:28.962011Z,145880523.9880371094
222,490.8134460449,2018-01-13T16:11:29.062011Z,145880490.8134460449
223,565.8436279297,2018-01-13T16:11:29.162011Z,145880565.8436279297
224,630.5481567383,2018-01-13T16:11:29.262011Z,145880630.5481567383
225,610.6373291016,2018-01-13T16:11:29.362011Z,145880610.6373291016
226,546.4558105469,2018-01-13T16:11:29.462011Z,145880546.4558105469
227,477.8098449707,2018-01-13T16:11:29.562011Z,145880477.8098449707
228,409.7050170898,2018-01-13T16:11:29.662011Z,145880409.7050170898
229,489.0149230957,2018-01-13T16:11:29.762011Z,145880489.0149230957
230,485.8143005371,2018-01-13T16:11:29.862011Z,145880485.8143005371
231,451.7436523438,2018-01-13T16:11:29.962011Z,145880451.7436523438
232,404.2897949219,2018-01-13T16:11:30.062011Z,145880404.2897949219
233,368.2503356934,2018-01-13T16:11:30.162011Z,145880368.2503356934
234,340.1047058105,2018-01-13T16:11:30.262011Z,145880340.1047058105
235,367.7153320312,2018-01-13T16:11:30.362011Z,145880367.7153320312
236,407.1941833496,2018-01-13T16:11:30.462011Z,145880407.1941833496
237,348.2852478027,2018-01-13T16:11:30.562011Z,145880348.2852478027
238,360.8308715820,2018-01-13T16:11:30.662011Z,145880360.8308715820
239,334.2103881836,2018-01-13T16:11:30.762011Z,145880334.2103881836
240,344.3188171387,2018-01-13T16:11:30.862011Z,145880344.3188171387
241,528.4675903320,2018-01-13T16:11:30.962011Z,145880528.4675903320
242,559.8244628906,2018-01-13T16:11:31.062011Z,145880559.8244628906
243,624.7295532227,2018-01-13T16:11:31.162011Z,145880624.7295532227
244,572.2948608398,2018-01-13T16:11:31.262011Z,145880572.2948608398
245,567.9261474609,2018-01-13T16:11:31.362011Z,145880567.9261474609
246,583.1063232422,2018-01-13T16:11:31.462011Z,145880583.1063232422
247,607.1859741211,2018-01-13T16:11:31.562011Z,145880607.1859741211
248,620.1153564453,2018-01-13T16:11:31.662011Z,145880620.1153564453
249,586.0791625977,2018-01-13T16:11:31.762011Z,145880586.0791625977
250,612.6542358398,2018-01-13T16:11:31.862011Z,145880612.6542358398
251,687.3587646484,2018-01-13T16:11:31.962011Z,145880687.3587646484
252,751.8463745117,2018-01-13T16:11:32.062011Z,145880751.8463745117
253,717.0350341797,2018-01-13T16:11:32.162011Z,145880717.0350341797
254,685.8544311523,2018-01-13T16:11:32.262011Z,145880685.8544311523
255,735.1515502930,2018-01-13T16:11:32.362011Z,145880735.1515502930
256,702.4360351562,2018-01-13T16:11:32.462011Z,145880702.4360351562
257,672.1241455078,2018-01-13T16:11:32.562011Z,145880672.1241455078
258,678.0486450195,2018-01-13T16:11:32.662011Z,145880678.0486450195
259,822.2880859375,2018-01-13T16:11:32.762011Z,145880822.2880859375
260,767.0063476562,2018-01-13T16:11:32.862011Z,145880767.0063476562
261,765.2380981445,2018-01-13T16:11:32.962011Z,145880765.2380981445
262,773.7708129883,2018-01-13T16:11:33.062011Z,145880773.7708129883
263,924.3336791992,2018-01-13T16:11:33.162011Z,145880924.3336791992
264,1024.6452636719,2018-01-13T16:11:33.262011Z,145881024.6452636719
265,1064.2326660156,2018-01-13T16:11:33.362011Z,145881064.2326660156
266,992.8731079102,2018-01-13T16:11:33.462011Z,145880992.8731079102
267,1053.5045166016,2018-01-13T16:11:33.562011Z,145881053.5045166016
268,1095.3486328125,2018-01-13T16:11:33.662011Z,145881095.3486328125
269,1126.3472900391,2018-01-13T16:11:33.762011Z,145881126.3472900391
270,1204.6784667969,2018-01-13T16:11:33.862011Z,145881204.6784667969
271,1153.6849365234,2018-01-13T16:11:33.962011Z,145881153.6849365234
272,1270.5639648438,2018-01-13T16:11:34.062011Z,145881270.5639648438
273,1245.7126464844,2018-01-13T16:11:34.162011Z,145881245.7126464844
274,1306.3023681641,2018-01-13T16:11:34.262011Z,145881306.3023681641
275,1356.2772216797,2018-01-13T16:11:34.362011Z,145881356.2772216797
276,1407.1907958984,2018-01-13T16:11:34.462011Z,145881407.1907958984
277,1408.3732910156,2018-01-13T16:11:34.562011Z,145881408.3732910156
278,1405.7556152344,2018-01-13T16:11:34.662011Z,145881405.7556152344
279,1400.1586914062,2018-01-13T16:11:34.762011Z,145881400.1586914062
280,1542.0634765625,2018-01-13T16:11:34.862011Z,145881542.0634765625
281,1484.5794677734,2018-01-13T16:11:34.962011Z,145881484.5794677734
282,1510.2375488281,2018-01-13T16:11:35.062011Z,145881510.2375488281
283,1480.8654785156,2018-01-13T16:11:35.162011Z,145881480.8654785156
284,1471.1427001953,2018-01-13T16:11:35.262011Z,145881471.1427001953
285,1538.0506591797,2018-01-13T16:11:35.362011Z,145881538.0506591797
286,1611.0875244141,2018-01-13T16:11:35.462011Z,145881611.0875244141
287,1570.1981201172,2018-01-13T16:11:35.562011Z,145881570.1981201172
288,1577.6279296875,2018-01-13T16:11:35.662011Z,145881577.6279296875
289,1566.1889648438,2018-01-13T16:11:35.762011Z,145881566.1889648438
290,1574.5145263672,2018-01-13T16:11:35.862011Z,145881574.5145263672
291,1505.6666259766,2018-01-13T16:11:35.962011Z,145881505.6666259766
292,1521.1442871094,2018-01-13T16:11:36.062011Z,145881521.1442871094
293,1544.9066162109,2018-01-13T16:11:36.162011Z,145881544.9066162109
294,1586.4981689453,2018-01-13T16:11:36.262011Z,145881586.4981689453
295,1590.0157470703,2018-01-13T16:11:36.362011Z,145881590.0157470703
296,1652.3300781250,2018-01-13T16:11:36.462011Z,145881652.3300781250
297,1672.5880126953,2018-01-13T16:11:36.562011Z,145881672.5880126953
298,1615.9803466797,2018-01-13T16:11:36.662011Z,145881615.9803466797
299,1650.5484619141,2018-01-13T16:11:36.762011Z,145881650.5484619141
300,1713.6690673828,2018-01-13T16:11:36.862011Z,145881713.6690673828
301,1741.2988281250,2018-01-13T16:11:36.962011Z,145881741.2988281250
302,1751.0960693359,2018-01-13T16:11:37.062011Z,145881751.0960693359
303,1828.7674560547,2018-01-13T16:11:37.162011Z,145881828.7674560547
304,1870.1649169922,2018-01-13T16:11:37.262011Z,145881870.1649169922
305,1971.0684814453,2018-01-13T16:11:37.362011Z,145881971.0684814453
306,1889.4338378906,2018-01-13T16:11:37.462011Z,145881889.4338378906
307,1947.2716064453,2018-01-13T16:11:37.562011Z,145881947.2716064453
308,1966.8981933594,2018-01-13T16:11:37.662011Z,145881966.8981933594
309,1975.5410156250,2018-01-13T16:11:37.762011Z,145881975.5410156250
310,2036.2437744141,2018-01-13T16:11:37.862011Z,145882036.2437744141
311,2074.6435546875,2018-01-13T16:11:37.962011Z,145882074.6435546875
312,2116.5141601562,2018-01-13T16:11:38.062011Z,145882116.5141601562
313,2086.1508789062,2018-01-13T16:11:38.162011Z,145882086.1508789062
314,2026.0034179688,2018-01-13T16:11:38.262011Z,145882026.0034179688
315,2143.0532226562,2018-01-13T16:11:38.362011Z,145882143.0532226562
316,2189.6699218750,2018-01-13T16:11:38.462011Z,145882189.6699218750
317,2252.9187011719,2018-01-13T16:11:38.562011Z,145882252.9187011719
318,2368.0114746094,2018-01-13T16:11:38.662011Z,145882368.0114746094
319,2391.6479492188,2018-01-13T16:11:38.762011Z,145882391.6479492188
320,2328.5209960938,2018-01-13T16:11:38.862011Z,145882328.5209960938
321,2331.6362304688,2018-01-13T16:11:38.962011Z,145882331.6362304688
322,2402.7209472656,2018-01-13T16:11:39.062011Z,145882402.7209472656
323,2435.3457031250,2018-01-13T16:11:39.162011Z,145882435.3457031250
324,2436.1030273438,2018-01-13T16:11:39.262011Z,145882436.1030273438
325,2403.4438476562,2018-01-13T16:11:39.362011Z,145882403.4438476562
326,2401.4707031250,2018-01-13T16:11:39.462011Z,145882401.4707031250
327,2364.2973632812,2018-01-13T16:11:39.562011Z,145882364.2973632812
328,2468.7150878906,2018-01-13T16:11:39.662011Z,145882468.7150878906
329,2541.1816406250,2018-01-13T16:11:39.762011Z,145882541.1816406250
330,2546.4523925781,2018-01-13T16:11:39.862011Z,145882546.4523925781
331,2634.1840820312,2018-01-13T16:11:39.962011Z,145882634.1840820312
332,2618.1213378906,2018-01-13T16:11:40.062011Z,145882618.1213378906
333,2655.0686035156,2018-01-13T16:11:40.162011Z,145882655.0686035156
334,2683.1977539062,2018-01-13T16:11:40.262011Z,145882683.1977539062
335,2633.1562500000,2018-01-13T16:11:40.362011Z,145882633.1562500000
336,2662.0249023438,2018-01-13T16:11:40.462011Z,145882662.0249023438
337,2708.9379882812,2018-01-13T16:11:40.562011Z,145882708.9379882812
338,2785.8059082031,2018-01-13T16:11:40.662011Z,145882785.8059082031
339,2709.3398437500,2018-01-13T16:11:40.762011Z,145882709.3398437500
340,2707.3859863281,2018-01-13T16:11:40.862011Z,145882707.3859863281
341,2757.3193359375,2018-01-13T16:11:40.962011Z,145882757.3193359375
342,2758.6052246094,2018-01-13T16:11:41.062011Z,145882758.6052246094
343,2737.5031738281,2018-01-13T16:11:41.162011Z,145882737.5031738281
344,2697.6960449219,2018-01-13T16:11:41.262011Z,145882697.6960449219
345,2627.0109863281,2018-01-13T16:11:41.362011Z,145882627.0109863281
346,2589.6220703125,2018-01-13T16:11:41.462011Z,145882589.6220703125
347,2561.0197753906,2018-01-13T16:11:41.562011Z,145882561.0197753906
348,2500.2663574219,2018-01-13T16:11:41.662011Z,145882500.2663574219
349,2610.2990722656,2018-01-13T16:11:41.762011Z,145882610.2990722656
350,2617.1970214844,2018-01-13T16:11:41.862011Z,145882617.1970214844
351,2654.4890136719,2018-01-13T16:11:41.962011Z,145882654.4890136719
352,2545.9030761719,2018-01-13T16:11:42.062011Z,145882545.9030761719
353,2471.9545898438,2018-01-13T16:11:42.162011Z,145882471.9545898438
354,2419.8757324219,2018-01-13T16:11:42.262011Z,145882419.8757324219
355,2466.0971679688,2018-01-13T16:11:42.362011Z,145882466.0971679688
356,2501.8977050781,2018-01-13T16:11:42.462011Z,145882501.8977050781
357,2491.6264648438,2018-01-13T16:11:42.562011Z,145882491.6264648438
358,2480.3752441406,2018-01-13T16:11:42.662011Z,145882480.3752441406
359,2509.6630859375,2018-01-13T16:11:42.762011Z,145882509.6630859375
360,2390.8374023438,2018-01-13T16:11:42.862011Z,145882390.8374023438
361,2433.7949218750,2018-01-13T16:11:42.962011Z,145882433.7949218750
362,2483.3930664062,2018-01-13T16:11:43.062011Z,145882483.3930664062
363,2531.6455078125,2018-01-13T16:11:43.162011Z,145882531.6455078125
364,2524.8864746094,2018-01-13T16:11:43.262011Z,145882524.8864746094
365,2476.3264160156,2018-01-13T16:11:43.362011Z,145882476.3264160156
366,2434.4836425781,2018-01-13T16:11:43.462011Z,145882434.4836425781
367,2432.2963867188,2018-01-13T16:11:43.562011Z,145882432.2963867188
368,2481.6086425781,2018-01-13T16:11:43.662011Z,145882481.6086425781
369,2435.4082031250,2018-01-13T16:11:43.762011Z,145882435.4082031250
370,2513.0266113281,2018-01-13T16:11:43.862011Z,145882513.0266113281
371,2546.9665527344,2018-01-13T16:11:43.962011Z,145882546.9665527344
372,2538.1850585938,2018-01-13T16:11:44.062011Z,145882538.1850585938
373,2543.9528808594,2018-01-13T16:11:44.162011Z,145882543.9528808594
374,2561.9243164062,2018-01-13T16:11:44.262011Z,145882561.9243164062
375,2531.1188964844,2018-01-13T16:11:44.362011Z,145882531.1188964844
376,2512.4746093750,2018-01-13T16:11:44.462011Z,145882512.4746093750
377,2468.5834960938,2018-01-13T16:11:44.562011Z,145882468.5834960938
378,2522.0363769531,2018-01-13T16:11:44.662011Z,145882522.0363769531
379,2529.5095214844,2018-01-13T16:11:44.762011Z,145882529.5095214844
380,2503.1354980469,2018-01-13T16:11:44.862011Z,145882503.1354980469
381,2573.6364746094,2018-01-13T16:11:44.962011Z,145882573.6364746094
